loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,cibil_rating,income_level,loan_amount_ratings,loan_term_label,dependent_levels
2188,5,Graduate,No,6600000,21400000,10,447,12700000,11100000,20200000,6400000,Rejected,Poor,Upper-middle,Gold,Intermediate,High
2189,0,Graduate,Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,Approved,Excellent,Upper-middle,Silver,Short-Term,Low
2190,2,Graduate,No,5800000,21700000,8,354,12500000,2300000,12200000,6800000,Rejected,Poor,Upper-middle,Gold,Intermediate,Moderate
2191,2,Graduate,Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000,Approved,Excellent,Upper-middle,Gold,Long-Term,Moderate
2192,0,Not Graduate,Yes,3600000,9900000,12,641,10300000,2400000,9100000,2700000,Approved,Average,Lower-middle,Bronze,Intermediate,Low
2193,1,Graduate,Yes,7700000,16900000,6,621,22600000,7900000,27400000,10200000,Approved,Average,High,Silver,Short-Term,Low
2194,0,Graduate,Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000,Approved,Average,High,Gold,Intermediate,Low
2195,3,Not Graduate,No,5700000,15400000,16,424,4700000,3000000,16400000,5600000,Rejected,Poor,Upper-middle,Silver,Long-Term,Moderate
2196,5,Graduate,No,6300000,20500000,14,515,4300000,3600000,18300000,9100000,Rejected,Poor,Upper-middle,Gold,Intermediate,High
2197,5,Not Graduate,Yes,2300000,4700000,18,592,1600000,3900000,6200000,2800000,Approved,Average,Lower-middle,Bronze,Long-Term,High
2198,4,Graduate,Yes,9600000,19900000,6,319,3200000,16500000,28100000,6600000,Rejected,Poor,High,Silver,Short-Term,High
2199,1,Not Graduate,Yes,1000000,3900000,16,360,2500000,300000,2100000,600000,Rejected,Poor,Low,Bronze,Long-Term,Low
2200,5,Graduate,Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000,Rejected,Poor,Upper-middle,Gold,Intermediate,High
2201,2,Not Graduate,Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000,Approved,Good,Lower-middle,Silver,Long-Term,Moderate
2202,4,Not Graduate,Yes,9300000,24600000,16,419,18100000,0,26700000,5100000,Rejected,Poor,High,Gold,Long-Term,High
2203,2,Not Graduate,Yes,7200000,21900000,12,640,0,11400000,14600000,3800000,Approved,Average,Upper-middle,Gold,Intermediate,Moderate
2204,0,Graduate,No,7600000,19700000,12,545,4300000,5200000,29500000,7300000,Rejected,Poor,High,Silver,Intermediate,Low
2205,4,Graduate,No,4500000,15300000,10,843,13200000,6900000,10800000,2200000,Approved,Excellent,Upper-middle,Silver,Intermediate,High
2206,1,Not Graduate,Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000,Approved,Average,High,Platinum,Long-Term,Low
2207,0,Not Graduate,Yes,700000,2000000,18,650,400000,1300000,2800000,500000,Approved,Good,Low,Bronze,Long-Term,Low
2208,0,Graduate,No,3500000,12300000,16,479,9700000,6000000,7900000,4700000,Rejected,Poor,Lower-middle,Silver,Long-Term,Low
2209,1,Graduate,Yes,300000,1000000,14,324,100000,100000,1100000,100000,Rejected,Poor,Low,Bronze,Intermediate,Low
2210,5,Not Graduate,Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,Approved,Poor,Upper-middle,Silver,Short-Term,High
2211,4,Not Graduate,Yes,2800000,8400000,10,521,1500000,1200000,9100000,3700000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
2212,5,Not Graduate,Yes,4900000,15900000,8,505,12400000,4900000,14900000,6100000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
2213,4,Not Graduate,No,600000,1700000,12,436,400000,0,1700000,700000,Rejected,Poor,Low,Bronze,Intermediate,High
2214,0,Graduate,No,3000000,8100000,6,683,3200000,4900000,10200000,3200000,Approved,Good,Lower-middle,Bronze,Short-Term,Low
2215,0,Graduate,No,1800000,5800000,18,348,2900000,700000,6700000,1000000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
2216,4,Graduate,Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000,Approved,Excellent,Upper-middle,Silver,Short-Term,High
2217,5,Graduate,No,1400000,4100000,14,880,3700000,1800000,2800000,2100000,Approved,Excellent,Lower-middle,Bronze,Intermediate,High
2218,2,Graduate,Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000,Approved,Good,Upper-middle,Gold,Intermediate,Moderate
2219,3,Not Graduate,No,4300000,12600000,18,482,9300000,900000,13200000,6100000,Rejected,Poor,Upper-middle,Silver,Long-Term,Moderate
2220,3,Graduate,Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000,Approved,Excellent,High,Silver,Short-Term,Moderate
2221,3,Not Graduate,No,5400000,15800000,18,760,12700000,2300000,16400000,7200000,Approved,Excellent,Upper-middle,Silver,Long-Term,Moderate
2222,0,Not Graduate,No,500000,1900000,2,857,1100000,500000,1800000,300000,Approved,Excellent,Low,Bronze,Short-Term,Low
2223,1,Graduate,No,8600000,26700000,10,735,11800000,9100000,20700000,11200000,Approved,Good,High,Gold,Intermediate,Low
2224,3,Graduate,No,2500000,9300000,4,810,2700000,3300000,9400000,3700000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Moderate
2225,4,Not Graduate,No,3000000,7200000,2,680,900000,3400000,9600000,1700000,Approved,Good,Lower-middle,Bronze,Short-Term,High
2226,5,Not Graduate,Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Approved,Excellent,Upper-middle,Gold,Short-Term,High
2227,1,Not Graduate,Yes,400000,1500000,16,688,400000,300000,1200000,200000,Approved,Good,Low,Bronze,Long-Term,Low
2228,5,Not Graduate,No,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Rejected,Poor,Upper-middle,Silver,Long-Term,High
2229,3,Graduate,No,3300000,11100000,2,660,6500000,3700000,12300000,4500000,Approved,Good,Lower-middle,Silver,Short-Term,Moderate
2230,1,Not Graduate,Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
2231,4,Graduate,Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000,Rejected,Poor,Upper-middle,Silver,Intermediate,High
2232,4,Not Graduate,Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000,Approved,Excellent,High,Silver,Intermediate,High
2233,2,Not Graduate,No,6100000,15300000,2,799,7100000,5500000,17800000,5300000,Approved,Excellent,Upper-middle,Silver,Short-Term,Moderate
2234,1,Graduate,Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000,Approved,Good,Upper-middle,Gold,Long-Term,Low
2235,2,Not Graduate,No,4100000,16200000,6,546,3500000,3100000,15100000,3700000,Rejected,Poor,Upper-middle,Silver,Short-Term,Moderate
2236,3,Not Graduate,No,8500000,30800000,14,745,11000000,8200000,19400000,7200000,Approved,Good,High,Platinum,Intermediate,Moderate
2237,0,Graduate,No,4300000,16900000,8,884,6500000,5400000,12000000,3700000,Approved,Excellent,Upper-middle,Silver,Intermediate,Low
2238,5,Not Graduate,No,9300000,22000000,4,822,20900000,10000000,24200000,12100000,Approved,Excellent,High,Gold,Short-Term,High
2239,4,Not Graduate,No,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Approved,Average,Upper-middle,Silver,Short-Term,High
2240,1,Not Graduate,Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
2241,5,Not Graduate,Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000,Approved,Excellent,Upper-middle,Silver,Short-Term,High
2242,1,Not Graduate,Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Low
2243,1,Graduate,Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,Approved,Average,Upper-middle,Gold,Short-Term,Low
2244,3,Graduate,No,8200000,28300000,2,530,15000000,10500000,20200000,12100000,Approved,Poor,High,Gold,Short-Term,Moderate
2245,3,Not Graduate,No,3300000,9300000,12,324,5300000,2600000,7500000,2000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
2246,4,Graduate,Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,High
2247,3,Graduate,Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000,Approved,Excellent,Lower-middle,Silver,Intermediate,Moderate
2248,5,Not Graduate,No,1000000,2300000,16,423,1700000,700000,2900000,1400000,Rejected,Poor,Low,Bronze,Long-Term,High
2249,5,Graduate,Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000,Rejected,Poor,Upper-middle,Silver,Short-Term,High
2250,1,Graduate,No,7000000,21000000,20,554,16900000,6600000,14600000,5600000,Approved,Average,Upper-middle,Gold,Long-Term,Low
2251,2,Graduate,Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000,Rejected,Poor,Upper-middle,Silver,Short-Term,Moderate
2252,1,Not Graduate,Yes,5300000,12000000,10,852,400000,10400000,18900000,5000000,Approved,Excellent,Upper-middle,Silver,Intermediate,Low
2253,0,Not Graduate,Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000,Rejected,Poor,Lower-middle,Bronze,Short-Term,Low
2254,0,Graduate,Yes,2300000,7900000,10,430,6600000,2800000,8100000,1900000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Low
2255,2,Graduate,No,4000000,9200000,16,784,3200000,600000,13000000,4900000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Moderate
2256,1,Not Graduate,No,8900000,24000000,6,380,16500000,7400000,27700000,7500000,Rejected,Poor,High,Gold,Short-Term,Low
2257,3,Graduate,No,8000000,18600000,20,565,1600000,8600000,22500000,9400000,Approved,Average,High,Silver,Long-Term,Moderate
2258,4,Graduate,Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000,Rejected,Poor,High,Gold,Intermediate,High
2259,5,Graduate,Yes,6700000,20200000,8,406,6900000,4900000,15300000,7100000,Rejected,Poor,Upper-middle,Gold,Intermediate,High
2260,4,Not Graduate,No,2400000,6000000,6,712,6800000,2200000,6000000,1200000,Approved,Good,Lower-middle,Bronze,Short-Term,High
2261,4,Not Graduate,No,8600000,22600000,14,729,300000,16200000,20500000,11900000,Approved,Good,High,Gold,Intermediate,High
2262,1,Not Graduate,Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
2263,0,Graduate,No,7400000,24900000,20,648,7100000,7900000,23300000,6200000,Approved,Average,Upper-middle,Gold,Long-Term,Low
2264,0,Not Graduate,Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000,Rejected,Poor,High,Silver,Intermediate,Low
2265,5,Graduate,No,8200000,18500000,4,394,9600000,5700000,27400000,11100000,Rejected,Poor,High,Silver,Short-Term,High
2266,0,Not Graduate,Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Low
2267,5,Not Graduate,Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Approved,Good,High,Platinum,Short-Term,High
2268,4,Not Graduate,No,6100000,20900000,4,662,10200000,7000000,23300000,4100000,Approved,Good,Upper-middle,Gold,Short-Term,High
2269,2,Graduate,Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000,Approved,Excellent,High,Platinum,Long-Term,Moderate
2270,5,Not Graduate,No,9200000,18900000,10,521,8300000,14500000,23400000,6900000,Rejected,Poor,High,Silver,Intermediate,High
2271,3,Graduate,No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,Rejected,Poor,Upper-middle,Gold,Intermediate,Moderate
2272,1,Graduate,No,600000,1200000,10,561,900000,300000,1400000,600000,Approved,Average,Low,Bronze,Intermediate,Low
2273,5,Graduate,No,8000000,23100000,20,461,5900000,2400000,29300000,7200000,Rejected,Poor,High,Gold,Long-Term,High
2274,4,Graduate,Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000,Approved,Good,Upper-middle,Silver,Long-Term,High
2275,0,Not Graduate,Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Rejected,Poor,Upper-middle,Silver,Long-Term,Low
2276,3,Not Graduate,Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000,Approved,Good,High,Gold,Long-Term,Moderate
2277,4,Not Graduate,No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,Approved,Excellent,High,Silver,Short-Term,High
2278,3,Graduate,No,6300000,13900000,18,748,17700000,8800000,21700000,8600000,Approved,Good,Upper-middle,Silver,Long-Term,Moderate
2279,3,Not Graduate,Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000,Rejected,Poor,Upper-middle,Silver,Intermediate,Moderate
2280,3,Graduate,Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000,Rejected,Poor,Low,Bronze,Intermediate,Moderate
2281,0,Not Graduate,Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,Approved,Good,Lower-middle,Bronze,Intermediate,Low
2282,2,Not Graduate,No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Approved,Average,Lower-middle,Bronze,Long-Term,Moderate
2283,0,Graduate,Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000,Rejected,Poor,Upper-middle,Silver,Intermediate,Low
2284,1,Not Graduate,Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Low
2285,3,Not Graduate,No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,Rejected,Poor,High,Silver,Long-Term,Moderate
2286,4,Graduate,Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,Approved,Excellent,High,Silver,Intermediate,High
2287,4,Graduate,No,7100000,27200000,16,824,2400000,8000000,22400000,3900000,Approved,Excellent,Upper-middle,Gold,Long-Term,High
2288,2,Not Graduate,No,200000,800000,6,338,100000,0,400000,100000,Rejected,Poor,Low,Bronze,Short-Term,Moderate
2289,0,Not Graduate,Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,Approved,Average,Upper-middle,Silver,Intermediate,Low
2290,0,Not Graduate,Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000,Approved,Excellent,Upper-middle,Silver,Intermediate,Low
2291,2,Not Graduate,Yes,5100000,19700000,2,733,0,4500000,12900000,6200000,Approved,Good,Upper-middle,Silver,Short-Term,Moderate
2292,3,Graduate,Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,Rejected,Poor,Upper-middle,Silver,Intermediate,Moderate
2293,1,Not Graduate,No,7200000,15000000,10,677,10600000,3900000,24500000,4100000,Approved,Good,Upper-middle,Silver,Intermediate,Low
2294,3,Not Graduate,No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,Rejected,Poor,High,Silver,Short-Term,Moderate
2295,3,Graduate,Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,Approved,Excellent,Upper-middle,Gold,Intermediate,Moderate
2296,3,Graduate,Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,Approved,Excellent,Upper-middle,Gold,Short-Term,Moderate
2297,4,Graduate,No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,Approved,Average,Upper-middle,Gold,Long-Term,High
2298,4,Not Graduate,Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Approved,Excellent,High,Platinum,Intermediate,High
2299,2,Not Graduate,Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000,Approved,Excellent,Upper-middle,Silver,Short-Term,Moderate
2300,2,Not Graduate,No,900000,2000000,14,337,1700000,0,2100000,600000,Rejected,Poor,Low,Bronze,Intermediate,Moderate
2301,1,Graduate,No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,Approved,Excellent,High,Gold,Long-Term,Low
2302,4,Not Graduate,No,600000,1600000,6,784,300000,100000,1900000,500000,Approved,Excellent,Low,Bronze,Short-Term,High
2303,5,Graduate,Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,Rejected,Poor,High,Platinum,Intermediate,High
2304,2,Graduate,Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,Rejected,Poor,High,Platinum,Intermediate,Moderate
2305,1,Graduate,No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,Approved,Average,High,Gold,Intermediate,Low
2306,4,Graduate,No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,Rejected,Poor,High,Gold,Intermediate,High
2307,1,Not Graduate,No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,Approved,Average,High,Gold,Short-Term,Low
2308,5,Not Graduate,Yes,6700000,17600000,14,843,12700000,200000,19500000,5600000,Approved,Excellent,Upper-middle,Silver,Intermediate,High
2309,0,Graduate,No,2700000,7400000,10,778,6800000,800000,5600000,2800000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Low
2310,0,Not Graduate,No,6600000,25600000,8,718,12600000,12200000,21700000,9000000,Approved,Good,Upper-middle,Gold,Intermediate,Low
2311,1,Graduate,Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000,Rejected,Poor,Upper-middle,Gold,Long-Term,Low
2312,5,Graduate,Yes,300000,700000,10,586,0,400000,1000000,100000,Approved,Average,Low,Bronze,Intermediate,High
2313,2,Graduate,No,2200000,7000000,6,777,6100000,400000,4400000,3300000,Approved,Excellent,Lower-middle,Bronze,Short-Term,Moderate
2314,1,Graduate,Yes,8700000,31700000,12,525,7800000,10200000,30300000,6100000,Rejected,Poor,High,Platinum,Intermediate,Low
2315,4,Graduate,No,7200000,23100000,12,632,4600000,8500000,19400000,4400000,Approved,Average,Upper-middle,Gold,Intermediate,High
2316,0,Not Graduate,No,2000000,4800000,20,337,1300000,2200000,5500000,1700000,Rejected,Poor,Lower-middle,Bronze,Long-Term,Low
2317,4,Graduate,Yes,8600000,27900000,8,458,22400000,1800000,34000000,11700000,Rejected,Poor,High,Gold,Intermediate,High
2318,2,Graduate,Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000,Rejected,Poor,Lower-middle,Bronze,Intermediate,Moderate
2319,2,Not Graduate,Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000,Rejected,Poor,High,Gold,Long-Term,Moderate
2320,2,Graduate,Yes,1900000,6500000,16,887,2000000,1200000,4500000,1700000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Moderate
2321,1,Graduate,No,2100000,6300000,16,882,3900000,2200000,7700000,2900000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Low
2322,1,Not Graduate,Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000,Approved,Excellent,Lower-middle,Bronze,Intermediate,Low
2323,5,Not Graduate,Yes,200000,300000,10,704,500000,100000,800000,200000,Approved,Good,Low,Bronze,Intermediate,High
2324,1,Not Graduate,Yes,1900000,4500000,12,742,1200000,2000000,4400000,1200000,Approved,Good,Lower-middle,Bronze,Intermediate,Low
2325,0,Not Graduate,Yes,3200000,11600000,4,393,4700000,300000,8000000,3100000,Approved,Poor,Lower-middle,Silver,Short-Term,Low
2326,0,Not Graduate,No,1100000,4300000,18,828,700000,800000,2900000,900000,Approved,Excellent,Lower-middle,Bronze,Long-Term,Low
2327,5,Graduate,Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000,Approved,Excellent,High,Gold,Intermediate,High
2328,4,Graduate,Yes,6100000,21700000,6,860,13900000,900000,14100000,5600000,Approved,Excellent,Upper-middle,Gold,Short-Term,High
2329,5,Graduate,No,3200000,10600000,2,432,6500000,3700000,11200000,3700000,Approved,Poor,Lower-middle,Silver,Short-Term,High
2330,4,Graduate,Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000,Rejected,Poor,High,Platinum,Long-Term,High
2331,0,Not Graduate,Yes,1200000,3200000,2,678,1500000,1000000,3400000,900000,Approved,Good,Lower-middle,Bronze,Short-Term,Low
2332,3,Graduate,No,7900000,27000000,6,601,17700000,7800000,27600000,11500000,Approved,Average,High,Gold,Short-Term,Moderate
2333,3,Graduate,Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000,Approved,Excellent,High,Gold,Intermediate,Moderate
2334,2,Not Graduate,No,4400000,16500000,16,879,7800000,7500000,10300000,5400000,Approved,Excellent,Upper-middle,Silver,Long-Term,Moderate
2335,1,Not Graduate,No,3100000,11200000,18,665,2000000,5400000,12000000,2500000,Approved,Good,Lower-middle,Silver,Long-Term,Low
2336,5,Not Graduate,Yes,2600000,9300000,16,697,5100000,1200000,7700000,3700000,Approved,Good,Lower-middle,Bronze,Long-Term,High
2337,4,Graduate,No,5500000,21700000,14,867,5000000,8700000,15200000,3100000,Approved,Excellent,Upper-middle,Gold,Intermediate,High
